movie_title,title_year,is_color,aspect_ratio,duration_in_mins,language,country,budget,gross,movie_facebook_likes,cast_total_facebook_likes,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name
Seven Samurai,1954,0,1.37,202,Japanese,Japan,2000000,269061,11000,338,http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,Akira Kurosawa,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara
Be Kind Rewind,2008,1,2.35,102,English,UK,20000000,11169531,0,1778,http://www.imdb.com/title/tt0799934/?ref_=fn_tt_tt_1,Michel Gondry,Quinton Aaron,Mia Farrow,Melonie Diaz
Small Apartments,2012,,1.85,96,English,USA,2000000,,0,3683,http://www.imdb.com/title/tt1272886/?ref_=fn_tt_tt_1,Jonas Åkerlund,Noel Gugliemi,Saffron Burrows,Matt Lucas
Chocolate: Deep Dark Secrets,2005,1,,160,Hindi,India,1500000,49000,31,2024,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,Vivek Agnihotri,Emraan Hashmi,Anil Kapoor,Sunil Shetty
Shark Tale,2004,1,1.85,90,English,USA,75000000,160762022,0,63165,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,Bibo Bergeron,Robert De Niro,Martin Scorsese,Angelina Jolie Pitt
Birthday Girl,2001,1,2.35,93,English,UK,13000000,4919896,618,1775,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,Jez Butterworth,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin
Divine Secrets of the Ya-Ya Sisterhood,2002,1,2.35,116,English,USA,27000000,69586544,0,3845,http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1,Callie Khouri,Ellen Burstyn,Fionnula Flanagan,Matthew Settle
Space Chimps,2008,1,2.35,81,English,USA,37000000,30105968,279,2268,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1,Kirk De Micco,Cheryl Hines,Kenan Thompson,Omid Abtahi
The League of Extraordinary Gentlemen,2003,0,2.35,110,English,USA,78000000,66462600,0,4714,http://www.imdb.com/title/tt0311429/?ref_=fn_tt_tt_1,Stephen Norrington,Jason Flemyng,Max Ryan,Tony Curran
Mo' Better Blues,1990,1,1.85,129,English,USA,10000000,16153600,720,19065,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,Spike Lee,Denzel Washington,Nicholas Turturro,Charlie Murphy
The Last Exorcism Part II,2013,1,2.35,93,English,France,5000000,15152879,0,46868,http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1,Ed Gass-Donnelly,Muse Watson,Spencer Treat Clark,Ashley Bell
No Reservations,2007,1,2.35,104,English,USA,28000000,43097652,0,3497,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,Scott Hicks,Zoë Kravitz,Lily Rabe,Bob Balaban
Take Shelter,2011,1,2.35,121,English,USA,5000000,1729969,14000,1520,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,Jeff Nichols,Katy Mixon,Shea Whigham,Robert Longstreet
The Incredible Burt Wonderstone,2013,1,2.35,100,English,USA,30000000,22525921,13000,32094,http://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1,Don Scardino,Steve Buscemi,Olivia Wilde,Steve Carell
Stoker,2013,1,2.35,99,English,UK,12000000,1702277,27000,5074,http://www.imdb.com/title/tt1682180/?ref_=fn_tt_tt_1,Chan-wook Park,Mia Wasikowska,Alden Ehrenreich,Harmony Korine
Exeter,2015,1,1.85,91,English,USA,,,0,2679,http://www.imdb.com/title/tt1945044/?ref_=fn_tt_tt_1,Marcus Nispel,Ashley Tramonte,Brittany Curran,Lindsay MacDonald
Flubber,1997,1,1.85,90,English,USA,80000000,92969824,0,50005,http://www.imdb.com/title/tt0119137/?ref_=fn_tt_tt_1,Les Mayfield,Robin Williams,Jodi Benson,Sam Lloyd
Battle for the Planet of the Apes,1973,1,2.35,96,English,USA,1800000,,511,1432,http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1,J. Lee Thompson,Roddy McDowall,Paul Williams,Claude Akins
Loving Annabelle,2006,1,1.85,76,English,USA,1000000,,501,1635,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,Katherine Brooks,Ilene Graff,Kevin McCarthy,Laura Breckenridge
Valkyrie,2008,1,1.85,121,English,USA,75000000,83077470,0,14165,http://www.imdb.com/title/tt0985699/?ref_=fn_tt_tt_1,Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann
The Big Lebowski,1998,1,1.85,117,English,USA,15000000,17439163,35000,47728,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,Joel Coen,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi
RoboCop 3,1993,1,1.85,104,English,USA,23500000,10696210,716,3148,http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1,Fred Dekker,CCH Pounder,Rip Torn,Mako
Inside Deep Throat,2005,0,1.85,89,English,USA,2000000,653621,592,1136,http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1,Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace
Day One,2012,1,,102,English,USA,3400000,,0,1011,http://www.imdb.com/title/tt1850418/?ref_=fn_tt_tt_1,Nathan Frankowski,Corbin Bleu,Rus Blackwell,Luis Antonio
Angels & Demons,2009,1,2.35,146,English,USA,150000000,133375846,0,16948,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,Ron Howard,Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl
The Shining,1980,1,1.37,146,English,USA,19000000,,37000,2560,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1,Stanley Kubrick,Scatman Crothers,Shelley Duvall,Joe Turkel
Welcome to Collinwood,2002,1,2.35,86,English,USA,12000000,333976,423,1373,http://www.imdb.com/title/tt0271259/?ref_=fn_tt_tt_1,Anthony Russo,Michael Jeter,Isaiah Washington,Andy Davoli
Saint John of Las Vegas,2009,1,2.35,85,English,USA,3800000,100669,407,36885,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,Hue Rhodes,Peter Dinklage,Steve Buscemi,Romany Malco
The Banger Sisters,2002,1,2.35,98,English,USA,10000000,30306281,744,1917,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,Bob Dolman,Erika Christensen,Eva Amurri Martino,Sal Lopez
Not Another Teen Movie,2001,1,1.85,99,English,USA,16000000,37882551,0,15369,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner
Outside Bet,2012,1,,101,English,UK,7500000,,223,7206,http://www.imdb.com/title/tt1772422/?ref_=fn_tt_tt_1,Sacha Bennett,Bob Hoskins,Jenny Agutter,Vincent Regan
Jackass 3D,2010,1,1.78,101,English,USA,20000000,117224271,0,1787,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius
The Man,2005,1,1.85,83,English,Germany,33000000,8326035,676,1019,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1,Les Mayfield,Miguel Ferrer,Susie Essman,Gigi Rice
A Nightmare on Elm Street,1984,1,1.85,101,English,USA,1800000,26505000,20000,85836,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss
The Flintstones in Viva Rock Vegas,2000,1,1.85,90,English,USA,60000000,35231365,500,6299,http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1,Brian Levant,Taylor Negron,Mark Addy,Danny Woodburn
Red Riding Hood,2011,1,2.35,100,English,USA,42000000,37652565,20000,15369,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen
Saw III,2006,1,1.85,121,English,USA,10000000,80150343,0,3189,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Leigh Whannell
Up in the Air,2009,1,1.85,108,English,USA,25000000,83813460,19000,35209,http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,Jason Reitman,J.K. Simmons,Anna Kendrick,Chris Lowell
True Lies,1994,1,2.35,141,English,USA,115000000,146282411,0,4528,http://www.imdb.com/title/tt0111503/?ref_=fn_tt_tt_1,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold
The Piano,1993,1,1.85,121,English,New Zealand,7000000,40158000,0,1051,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,Jane Campion,Holly Hunter,Ian Mune,Geneviève Lemon
The Aviator,2004,0,2.35,170,English,USA,110000000,102608827,0,34582,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy
Now You See Me,2013,1,2.35,125,English,USA,75000000,117698894,105000,13312,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,Louis Leterrier,Morgan Freeman,Common,Michael Kelly
Seven Psychopaths,2012,1,2.35,110,English,UK,15000000,14989761,52000,4757,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,Martin McDonagh,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg
Mandela: Long Walk to Freedom,2013,1,2.35,141,English,UK,35000000,8324748,13000,301,http://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1,Justin Chadwick,Terry Pheto,Fana Mokoena,Tony Kgoroge
History of the World: Part I,1981,1,2.35,92,English,USA,11000000,,0,7862,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,Mel Brooks,Madeline Kahn,Sid Caesar,Dom DeLuise
The Grandmaster,2013,1,2.35,122,Mandarin,Hong Kong,38600000,6594136,13000,943,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,Kar-Wai Wong,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui
Certifiably Jonathan,2007,1,,85,English,USA,1200000,7826,87,54484,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,James David Pasternak,Robin Williams,Sarah Silverman,Jonathan Winters
Bicentennial Man,1999,1,1.85,132,English,USA,100000000,58220776,0,55254,http://www.imdb.com/title/tt0182789/?ref_=fn_tt_tt_1,Chris Columbus,Robin Williams,Oliver Platt,John Michael Higgins
Bamboozled,2000,1,1.85,135,English,USA,10000000,2185266,1000,4266,http://www.imdb.com/title/tt0215545/?ref_=fn_tt_tt_1,Spike Lee,Gillian White,Michael Rapaport,Jada Pinkett Smith
Tristram Shandy: A Cock and Bull Story,2005,1,2.35,94,English,UK,2800000,1247453,750,3690,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,Michael Winterbottom,Steve Coogan,Shirley Henderson,Dylan Moran
Her Cry: La Llorona Investigation,2013,1,,89,English,USA,60000,,48,5,http://www.imdb.com/title/tt2469216/?ref_=fn_tt_tt_1,Damir Catic,Nichole Ceballos,Ron Gelner,Parker Riggs
Sharknado,2013,1,1.78,97,English,USA,1000000,,93000,3075,http://www.imdb.com/title/tt2724064/?ref_=fn_tt_tt_1,Anthony C. Ferrante,Ian Ziering,John Heard,Cassandra Scerbo
Monsters,2010,1,2.35,94,English,UK,500000,237301,19000,1118,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,Gareth Edwards,Scoot McNairy,Whitney Able,Ricky Catter
Bad Teacher,2011,1,1.85,97,English,USA,20000000,100292856,16000,5547,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,Jake Kasdan,Justin Timberlake,John Michael Higgins,Phyllis Smith
Reservoir Dogs,1992,1,2.35,99,English,USA,1200000,2812029,19000,28994,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,Quentin Tarantino,Quentin Tarantino,Steve Buscemi,Chris Penn
Next Friday,2000,1,1.85,98,English,USA,9500000,57176582,0,3939,http://www.imdb.com/title/tt0195945/?ref_=fn_tt_tt_1,Steve Carr,John Witherspoon,Mike Epps,Rolando Molina
When the Lights Went Out,2012,1,2.35,86,English,UK,,,0,895,http://www.imdb.com/title/tt1743993/?ref_=fn_tt_tt_1,Pat Holden,Alan Brent,Martin Compston,Kate Ashfield
Live and Let Die,1973,1,1.66,121,English,UK,7000000,35400000,0,1865,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,Guy Hamilton,Yaphet Kotto,Geoffrey Holder,Clifton James
The Hunger Games: Catching Fire,2013,1,2.35,146,English,USA,130000000,424645577,82000,49355,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty
Sunday School Musical,2008,1,1.85,93,English,USA,,,777,631,http://www.imdb.com/title/tt1270792/?ref_=fn_tt_tt_1,Rachel Goldenberg,Dustin Fitzsimons,Mark Hengst,Debra Lynn Hull
Gentlemen Broncos,2009,1,,89,English,USA,,113155,0,34398,http://www.imdb.com/title/tt1161418/?ref_=fn_tt_tt_1,Jared Hess,Jizelle Jade,Michael Angarano,Héctor Jiménez
Seeking a Friend for the End of the World,2012,0,2.35,101,English,USA,10000000,6619173,25000,7747,http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1,Lorene Scafaria,Steve Carell,Mark Moses,Rob Huebel
Drag Me to Hell,2009,1,2.35,99,English,USA,30000000,42057340,11000,5642,http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,Sam Raimi,Bojana Novakovic,Alison Lohman,Reggie Lee
The Hurricane,1999,0,1.85,146,English,USA,38000000,50668906,0,20516,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,Norman Jewison,Denzel Washington,Vincent Pastore,Deborah Kara Unger
Impostor,2001,1,1.85,102,English,USA,40000000,6114237,892,2664,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,Gary Fleder,Gary Dourdan,Mekhi Phifer,Tim Guinee
Freeway,1996,1,1.85,102,English,USA,3000000,,0,1663,http://www.imdb.com/title/tt0116361/?ref_=fn_tt_tt_1,Matthew Bright,Bokeem Woodbine,Dan Hedaya,Robert Peters
Milk,2008,1,1.85,128,English,USA,20000000,31838002,10000,13189,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,Gus Van Sant,James Franco,Denis O'Hare,Lucas Grabeel
How to Train Your Dragon 2,2014,1,2.35,102,English,USA,145000000,176997107,46000,23378,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera
Love the Coopers,2015,1,2.35,107,English,USA,17000000,26284475,0,10691,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,Jessie Nelson,Olivia Wilde,Alex Borstein,Timothée Chalamet
Predators,2010,1,2.35,107,English,USA,40000000,52000688,17000,4243,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,Nimród Antal,Topher Grace,Alice Braga,Derek Mears
Bram Stoker's Dracula,1992,1,1.85,155,English,USA,40000000,82522790,14000,42220,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman
The Thirteenth Floor,1999,1,2.35,100,English,Germany,16000000,15500000,0,2389,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke
Hero,2002,0,2.35,80,Mandarin,China,31000000,84961,0,12458,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung
Against the Wild,2013,1,,90,English,Canada,2000000,,326,1724,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,Richard Boddington,Natasha Henstridge,CJ Adams,Erin Pitt
Failure to Launch,2006,1,2.35,95,English,USA,50000000,88658172,2000,37967,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1,Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel
Beautiful Creatures,2013,1,2.35,124,English,USA,60000000,19445217,14000,3580,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1,Richard LaGravenese,Alden Ehrenreich,Zoey Deutch,Pruitt Taylor Vince
Tycoon,1947,1,1.37,95,English,USA,3209000,,44,538,http://www.imdb.com/title/tt0039927/?ref_=fn_tt_tt_1,Richard Wallace,Judith Anderson,Paul Fix,Laraine Day
About a Boy,2002,1,2.35,101,English,UK,30000000,40566655,0,74,http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1,Chris Weitz,Sharon Small,Christopher Webster,Peter McNicholl
By the Sea,2015,1,2.35,122,English,USA,10000000,531009,0,22319,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,Angelina Jolie Pitt,Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud
The Texas Chain Saw Massacre,1974,1,1.85,88,English,USA,83532,30859000,0,2188,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns
Kites,2010,1,,90,English,India,600000000,1602466,0,1836,http://www.imdb.com/title/tt1198101/?ref_=fn_tt_tt_1,Anurag Basu,Bárbara Mori,Steven Michael Quezada,Kabir Bedi
High Anxiety,1977,1,1.85,94,English,USA,3400000,,0,2861,http://www.imdb.com/title/tt0076141/?ref_=fn_tt_tt_1,Mel Brooks,Madeline Kahn,Harvey Korman,Dick Van Patten
Black or White,2014,1,2.35,121,English,USA,9000000,21569041,0,3745,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,Mike Binder,Jennifer Ehle,Gillian Jacobs,Jillian Estell
November,2004,1,1.85,78,English,USA,150000,191309,98,1008,http://www.imdb.com/title/tt0368089/?ref_=fn_tt_tt_1,Greg Harrison,Amir Talai,Anne Archer,Nora Dunn
Drop Dead Gorgeous,1999,1,1.85,97,English,Germany,10000000,10561238,0,6388,http://www.imdb.com/title/tt0157503/?ref_=fn_tt_tt_1,Michael Patrick Jann,Kirsten Dunst,Kirstie Alley,Ellen Barkin
Hollow Man,2000,1,1.85,119,English,USA,95000000,73209340,0,2356,http://www.imdb.com/title/tt0164052/?ref_=fn_tt_tt_1,Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick
Red Cliff,2008,1,2.35,150,Mandarin,China,553632000,626809,0,2172,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,John Woo,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao
Flushed Away,2006,1,1.85,85,English,UK,149000000,64459316,0,35161,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,David Bowers,Hugh Jackman,Kate Winslet,David Suchet
The Great Escape,1963,1,2.35,172,English,USA,4000000,,8000,1785,http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1,John Sturges,James Coburn,Donald Pleasence,Gordon Jackson
Top Five,2014,1,2.35,102,English,USA,12000000,25277561,0,5592,http://www.imdb.com/title/tt2784678/?ref_=fn_tt_tt_1,Chris Rock,Rosario Dawson,Romany Malco,J.B. Smoove
"Ultramarines: A Warhammer 40,000 Movie",2010,1,1.85,76,English,UK,,,0,1254,http://www.imdb.com/title/tt1679332/?ref_=fn_tt_tt_1,Martyn Pick,Sean Pertwee,Steven Waddington,Donald Sumpter
Interview with the Vampire: The Vampire Chronicles,1994,1,1.85,123,English,USA,60000000,105264608,11000,25697,http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1,Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst
Tootsie,1982,1,2.35,116,English,USA,22000000,177200000,0,14701,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,Sydney Pollack,Bill Murray,Sydney Pollack,Teri Garr
Heavenly Creatures,1994,1,2.35,108,English,New Zealand,5000000,3049135,0,14574,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,Peter Jackson,Kate Winslet,Jed Brophy,Liz Mullane
Love in the Time of Cholera,2007,1,2.35,139,English,USA,45000000,4584886,0,538,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,Mike Newell,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde
Killers,2010,1,2.35,100,English,USA,75000000,47000485,0,25206,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,Robert Luketic,Tom Selleck,Lisa Ann Walter,Catherine O'Hara
Focus,2015,1,1.85,105,English,USA,50100000,53846915,23000,11943,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,Glenn Ficarra,Will Smith,Adrian Martinez,Gerald McRaney
Blade Runner,1982,1,2.35,117,English,USA,28000000,27000000,34000,13877,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,Ridley Scott,Harrison Ford,Sean Young,M. Emmet Walsh
Cry Freedom,1987,1,2.35,147,English,UK,29000000,5899797,0,18855,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,Richard Attenborough,Denzel Washington,Kevin McNally,Penelope Wilton
Under Siege 2: Dark Territory,1995,1,1.85,92,English,USA,60000000,50024083,1000,2318,http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1,Geoff Murphy,Peter Greene,Brenda Bakke,Patrick Kilpatrick
Nowhere Boy,2009,1,2.35,98,English,UK,,1445366,10000,2032,http://www.imdb.com/title/tt1266029/?ref_=fn_tt_tt_1,Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff
First Blood,1982,1,2.35,93,English,USA,14000000,,0,30384,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Chris Mulkey
"Paris, je t'aime",2006,1,1.85,120,French,France,13000000,4857376,0,13208,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,Olivier Assayas,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno
Crooklyn,1994,1,1.85,115,English,USA,14000000,13640000,905,3267,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,Spike Lee,Alfre Woodard,Delroy Lindo,Isaiah Washington
Bran Nue Dae,2009,1,2.35,88,English,Australia,6500000,110029,479,225,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,Rachel Perkins,Deborah Mailman,Magda Szubanski,Jessica Mauboy
Hard Candy,2005,1,2.35,104,English,USA,950000,1007962,12000,117,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,David Slade,Odessa Rae,G.J. Echternkamp,Patrick Wilson
Rain Man,1988,1,1.85,133,English,USA,25000000,172825435,12000,12285,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,Barry Levinson,Tom Cruise,Valeria Golino,Beth Grant
Fish Tank,2009,1,1.33,123,English,UK,,373060,0,13636,http://www.imdb.com/title/tt1232776/?ref_=fn_tt_tt_1,Andrea Arnold,Michael Fassbender,Harry Treadaway,Jason Maza
My Name Is Bruce,2007,1,1.85,84,English,USA,1500000,173066,0,1238,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,Bruce Campbell,Ted Raimi,Dan Hicks,Timothy Patrick Quill
Priest,2011,1,2.35,87,English,USA,60000000,29136626,20000,1417,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,Scott Stewart,Josh Wingate,Alan Dale,Jacob Hopkins
Centurion,2010,1,2.35,97,English,UK,,122288,0,15293,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,Neil Marshall,Michael Fassbender,JJ Feild,Dave Legeno
Rise of the Planet of the Apes,2011,1,2.35,105,English,USA,93000000,176740650,47000,13118,http://www.imdb.com/title/tt1318514/?ref_=fn_tt_tt_1,Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine
American History X,1998,0,1.85,101,English,USA,7500000,6712241,35000,3858,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,Tony Kaye,Ethan Suplee,Beverly D'Angelo,Stacy Keach
John Q,2002,1,1.85,116,English,USA,36000000,71026631,0,20970,http://www.imdb.com/title/tt0251160/?ref_=fn_tt_tt_1,Nick Cassavetes,Denzel Washington,Laura Harring,Anne Heche
High Tension,2003,1,2.35,89,French,France,2200000,3645438,0,923,http://www.imdb.com/title/tt0338095/?ref_=fn_tt_tt_1,Alexandre Aja,Cécile De France,Maïwenn,Oana Pellea
Jumping the Broom,2011,1,1.85,112,English,USA,6600000,37295394,0,5959,http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,Salim Akil,Gary Dourdan,Loretta Devine,Laz Alonso
Straight Out of Brooklyn,1991,1,1.85,91,English,USA,450000,2712293,123,380,http://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,Matty Rich,Lawrence Gilliard Jr.,George T. Odom,Matty Rich
Circumstance,2011,1,2.35,107,Persian,France,,439958,0,509,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,Maryam Keshavarz,Sarah Kazemy,Reza Sixo Safai,Sina Amedson
The Simpsons Movie,2007,1,2.35,87,English,USA,75000000,183132370,0,3086,http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1,David Silverman,Albert Brooks,Yeardley Smith,Marcia Wallace
Chicago Overcoat,2009,1,1.78,94,English,USA,3000000,,229,1989,http://www.imdb.com/title/tt1085382/?ref_=fn_tt_tt_1,Brian Caunter,Mike Starr,Stacy Keach,Frank Vincent
