movie_title,title_year,plot_keywords
My Cousin Vinny,1992,jail
My Cousin Vinny,1992,judicial system
My Cousin Vinny,1992,lawyer
My Cousin Vinny,1992,trial
Space Cowboys,2000,nasa
Space Cowboys,2000,old age
Space Cowboys,2000,satellite
Space Cowboys,2000,space
Space Cowboys,2000,space shuttle
Courage Under Fire,1996,bravery
Courage Under Fire,1996,honor
Courage Under Fire,1996,medal of honor
Courage Under Fire,1996,military life
Courage Under Fire,1996,unreliable flashback
Bubble Boy,2001,cigarette smoking
Bubble Boy,2001,hand on butt
Bubble Boy,2001,niagara falls
Bubble Boy,2001,plastic bubble
Bubble Boy,2001,wedding
Unfaithful,2002,erotic thriller
Unfaithful,2002,infidelity
Unfaithful,2002,marital infidelity
Unfaithful,2002,unfaithfulness
Unfaithful,2002,wife's lover murdered by husband
A Perfect Getaway,2009,cliff
A Perfect Getaway,2009,hawaii
A Perfect Getaway,2009,island
A Perfect Getaway,2009,newlywed
A Perfect Getaway,2009,waterfall
"The Beast from 20,000 Fathoms",1953,arctic
"The Beast from 20,000 Fathoms",1953,beast
"The Beast from 20,000 Fathoms",1953,dinosaur
"The Beast from 20,000 Fathoms",1953,monster
"The Beast from 20,000 Fathoms",1953,rhedosaurus
Don Juan DeMarco,1994,don juan
Don Juan DeMarco,1994,mental institution
Don Juan DeMarco,1994,patient
Don Juan DeMarco,1994,psychiatrist
Don Juan DeMarco,1994,retirement
United 93,2006,flight
United 93,2006,passenger
United 93,2006,plane
United 93,2006,september 11 2001
United 93,2006,terrorist
Movie 43,2013,awkwardness
Movie 43,2013,embarrassment
Movie 43,2013,gross out
Movie 43,2013,irreverence
Movie 43,2013,shame
Silent House,2011,bound and gagged
Silent House,2011,girl
Silent House,2011,haunted house
Silent House,2011,hearing noises
Silent House,2011,uninterrupted shot
The Princess Diaries,2001,cinderella story
The Princess Diaries,2001,fish out of water
The Princess Diaries,2001,makeover
The Princess Diaries,2001,manners
The Princess Diaries,2001,princess
House of Sand and Fog,2003,auction
House of Sand and Fog,2003,home
House of Sand and Fog,2003,house
House of Sand and Fog,2003,iranian
House of Sand and Fog,2003,marriage
A Room for Romeo Brass,1999,betrayal
A Room for Romeo Brass,1999,family relationships
A Room for Romeo Brass,1999,friendship
A Room for Romeo Brass,1999,psychosis
A Room for Romeo Brass,1999,stranger
Event Horizon,1997,solar system
Event Horizon,1997,space
Event Horizon,1997,spaceship
Event Horizon,1997,starship
Event Horizon,1997,year 2047
Welcome to the Rileys,2010,businessman
Welcome to the Rileys,2010,prostitute
Welcome to the Rileys,2010,street
Welcome to the Rileys,2010,stripper
Welcome to the Rileys,2010,travel
The Ides of March,2011,governor
The Ides of March,2011,intern
The Ides of March,2011,manager
The Ides of March,2011,ohio
The Ides of March,2011,politics
That Awkward Moment,2014,dating
That Awkward Moment,2014,divorce
That Awkward Moment,2014,father daughter relationship
That Awkward Moment,2014,mother daughter relationship
That Awkward Moment,2014,party
Royal Kill,2009,assassin
Royal Kill,2009,female assassin
Royal Kill,2009,kingdom
Royal Kill,2009,martial arts
Royal Kill,2009,mission
Made in Dagenham,2010,equal pay
Made in Dagenham,2010,machinist
Made in Dagenham,2010,minister
Made in Dagenham,2010,protest
Made in Dagenham,2010,sex
Philomena,2013,catholic
Philomena,2013,convent
Philomena,2013,gay love
Philomena,2013,gay relationship
Philomena,2013,irish adoption board
Derailed,2005,drink
Derailed,2005,hotel
Derailed,2005,police
Derailed,2005,staged rape
Derailed,2005,thief
Le Havre,2011,bar
Le Havre,2011,container
Le Havre,2011,illegal immigrant
Le Havre,2011,neighbor
Le Havre,2011,shoe shiner
Alone with Her,2006,female nudity
Alone with Her,2006,female pubic hair
Alone with Her,2006,masturbation
Alone with Her,2006,panties
Alone with Her,2006,pubic hair
Astro Boy,2009,betrayal
Astro Boy,2009,futuristic
Astro Boy,2009,gladiator
Astro Boy,2009,robot
Astro Boy,2009,scientist
Kill the Messenger,2014,based on true story
Kill the Messenger,2014,cia
Kill the Messenger,2014,cocaine
Kill the Messenger,2014,journalist
Kill the Messenger,2014,smear campaign
Mirrors,2008,estranged wife
Mirrors,2008,evil
Mirrors,2008,fire
Mirrors,2008,medication
Mirrors,2008,mirror
Freeheld,2015,cancer
Freeheld,2015,gay bar
Freeheld,2015,lesbian kiss
Freeheld,2015,partner
Freeheld,2015,public hearing
300: Rise of an Empire,2014,army
300: Rise of an Empire,2014,commander
300: Rise of an Empire,2014,female rear nudity
300: Rise of an Empire,2014,greek
300: Rise of an Empire,2014,navy
Timecop,1994,cop
Timecop,1994,corrupt politician
Timecop,1994,future
Timecop,1994,senator
Timecop,1994,time travel
Locker 13,2014,digit in title
Locker 13,2014,latino
Locker 13,2014,life or death
Locker 13,2014,philosophy
Locker 13,2014,supernatural
Forty Shades of Blue,2005,love
Forty Shades of Blue,2005,music producer
Forty Shades of Blue,2005,previous marriage
Forty Shades of Blue,2005,rock 'n' roll
Forty Shades of Blue,2005,russian
The Legend of Suriyothai,2001,16th century
The Legend of Suriyothai,2001,burmese
The Legend of Suriyothai,2001,invasion
The Legend of Suriyothai,2001,queen
The Legend of Suriyothai,2001,thailand
Bedtime Stories,2008,2000s
Bedtime Stories,2008,bedtime story
Bedtime Stories,2008,elephant
Bedtime Stories,2008,handyman
Bedtime Stories,2008,tween girl
The Story of Us,1999,four word title
The Story of Us,1999,husband wife relationship
The Story of Us,1999,male rear nudity
The Story of Us,1999,marriage
The Story of Us,1999,summer camp
The Mechanic,2011,apprentice
The Mechanic,2011,disobeying orders
The Mechanic,2011,gas station
The Mechanic,2011,hitman
The Mechanic,2011,nightclub
Hope Floats,1998,best friend
Hope Floats,1998,friend
Hope Floats,1998,mother daughter relationship
Hope Floats,1998,small town
Hope Floats,1998,texas
Octopussy,1983,agent
Octopussy,1983,egg
Octopussy,1983,faberge egg
Octopussy,1983,general
Octopussy,1983,russian
Yes,2004,beach
Yes,2004,lebanese
Yes,2004,loss
Yes,2004,muslim
Yes,2004,restaurant
Woman in Gold,2015,art
Woman in Gold,2015,jewish
Woman in Gold,2015,justice
Woman in Gold,2015,nazi
Woman in Gold,2015,theft
Saw VI,2009,deception
Saw VI,2009,flash photography
Saw VI,2009,game of death
Saw VI,2009,jigsaw
Saw VI,2009,pig mask
Misconduct,2016,black panties
Misconduct,2016,lust
Misconduct,2016,sexual attraction
Misconduct,2016,voyeur
Misconduct,2016,voyeurism
As Good as It Gets,1997,dog
As Good as It Gets,1997,friendship
As Good as It Gets,1997,neighbor
As Good as It Gets,1997,unlikely friendship
As Good as It Gets,1997,writer
Spy Kids 3-D: Game Over,2003,mission
Spy Kids 3-D: Game Over,2003,spy
Spy Kids 3-D: Game Over,2003,surfing
Spy Kids 3-D: Game Over,2003,trapped
Spy Kids 3-D: Game Over,2003,virtual reality
Chronicle,2012,found footage
Chronicle,2012,high school
Chronicle,2012,subjective camera
Chronicle,2012,teen angst
Chronicle,2012,troubled teen
Must Love Dogs,2005,date
Must Love Dogs,2005,dating
Must Love Dogs,2005,dog
Must Love Dogs,2005,love
Must Love Dogs,2005,teacher
Annie Hall,1977,breaking the fourth wall
Annie Hall,1977,comedian
Annie Hall,1977,jewish
Annie Hall,1977,neurosis
Annie Hall,1977,singer
Reno 911!: Miami,2007,beach
Reno 911!: Miami,2007,police
Reno 911!: Miami,2007,sex scene
Reno 911!: Miami,2007,spring break
Reno 911!: Miami,2007,vomiting
The Legend of Hell's Gate: An American Conspiracy,2011,1800s
The Legend of Hell's Gate: An American Conspiracy,2011,doc holliday
The Legend of Hell's Gate: An American Conspiracy,2011,robbers
The Legend of Hell's Gate: An American Conspiracy,2011,sheriff
The Legend of Hell's Gate: An American Conspiracy,2011,texas
13 Hours,2016,based on true story
13 Hours,2016,cia agent
13 Hours,2016,libya
13 Hours,2016,mercenary
13 Hours,2016,u.s. ambassador
Living Dark: The Story of Ted the Caver,2013,brother
Living Dark: The Story of Ted the Caver,2013,cave
Living Dark: The Story of Ted the Caver,2013,caver
Living Dark: The Story of Ted the Caver,2013,dark
Living Dark: The Story of Ted the Caver,2013,funeral
The Maze Runner,2014,based on novel
The Maze Runner,2014,concrete wall
The Maze Runner,2014,maze
The Maze Runner,2014,open ended
The Maze Runner,2014,teenage boy
The Score,2001,partner
The Score,2001,running
The Score,2001,scepter
The Score,2001,surveillance
The Score,2001,thief
The Vow,2012,car accident
The Vow,2012,life support
The Vow,2012,memory loss
The Vow,2012,trauma
The Vow,2012,voice recording
Enemy of the State,1998,congressman
Enemy of the State,1998,lawyer
Enemy of the State,1998,nsa
Enemy of the State,1998,on the run
Enemy of the State,1998,surveillance
Gossip,2000,college
Gossip,2000,college campus
Gossip,2000,gossip
Gossip,2000,rape
Gossip,2000,sex
Imaginary Heroes,2004,cat
Imaginary Heroes,2004,christmas song
Imaginary Heroes,2004,lawn mowing
Imaginary Heroes,2004,leave of absence
Imaginary Heroes,2004,medication
Eyes Wide Shut,1999,doctor
Eyes Wide Shut,1999,orgy
Eyes Wide Shut,1999,party
Eyes Wide Shut,1999,pianist
Eyes Wide Shut,1999,sexual fantasy
Bridge to Terabithia,2007,bully
Bridge to Terabithia,2007,friend
Bridge to Terabithia,2007,imagination
Bridge to Terabithia,2007,reality
Bridge to Terabithia,2007,troll
The I Inside,2004,2000s
The I Inside,2004,hospital
The I Inside,2004,man in a wheelchair
The I Inside,2004,year 2000
The I Inside,2004,year 2002
Total Recall,1990,ambiguous ending
Total Recall,1990,false memory
Total Recall,1990,implanted memory
Total Recall,1990,memory
Total Recall,1990,space colony
Law Abiding Citizen,2009,attorney
Law Abiding Citizen,2009,deal
Law Abiding Citizen,2009,district attorney
Law Abiding Citizen,2009,investigation
Law Abiding Citizen,2009,justice
Anacondas: The Hunt for the Blood Orchid,2004,anaconda
Anacondas: The Hunt for the Blood Orchid,2004,blood
Anacondas: The Hunt for the Blood Orchid,2004,borneo
Anacondas: The Hunt for the Blood Orchid,2004,flower
Anacondas: The Hunt for the Blood Orchid,2004,orchid
Micmacs,2009,bullet
Micmacs,2009,contortionist
Micmacs,2009,gag humor
Micmacs,2009,human cannonball
Micmacs,2009,revenge
Attack the Block,2011,alien
Attack the Block,2011,alien invasion
Attack the Block,2011,apartment
Attack the Block,2011,creature
Attack the Block,2011,gang
Trollhunter,2010,bear
Trollhunter,2010,cameraman
Trollhunter,2010,hunter
Trollhunter,2010,secret government agency
Trollhunter,2010,troll
The Missing Person,2009,cellphone
The Missing Person,2009,detective
The Missing Person,2009,missing person
The Missing Person,2009,private detective
The Missing Person,2009,train
The Omega Code,1999,code
The Omega Code,1999,evil
The Omega Code,1999,false accusation
The Omega Code,1999,megalomaniac
The Omega Code,1999,torah
The Big Year,2011,alaska
The Big Year,2011,birding
The Big Year,2011,competition
The Big Year,2011,migration
The Big Year,2011,storm
Easy A,2010,gay
Easy A,2010,gay interest
Easy A,2010,high school
Easy A,2010,school
Easy A,2010,student
Two Brothers,2004,circus
Two Brothers,2004,death of protagonist
Two Brothers,2004,jungle
Two Brothers,2004,killing an animal
Two Brothers,2004,tiger
The Frozen,2012,two word title
Child 44,2015,child murderer
Child 44,2015,murder
Child 44,2015,sex
Child 44,2015,soviet union
Child 44,2015,woman slaps a man
eXistenZ,1999,assassin
eXistenZ,1999,game
eXistenZ,1999,game designer
eXistenZ,1999,pod
eXistenZ,1999,virtual reality
Split Second,1992,appearing from water
Split Second,1992,breasts
Split Second,1992,creature
Split Second,1992,partner
Split Second,1992,water
The Revenant,2015,bear attack
The Revenant,2015,cauterizing a wound
The Revenant,2015,native american
The Revenant,2015,revenge
The Revenant,2015,survival
Shanghai Noon,2000,19th century
Shanghai Noon,2000,chinese
Shanghai Noon,2000,princess
Shanghai Noon,2000,rescue
Shanghai Noon,2000,travel
Sublime,2007,birthday
Sublime,2007,birthday party
Sublime,2007,colonoscopy
Sublime,2007,hospital
Sublime,2007,surgery
Curse of the Golden Flower,2006,china
Curse of the Golden Flower,2006,chrysanthemum
Curse of the Golden Flower,2006,emperor
Curse of the Golden Flower,2006,empress
Curse of the Golden Flower,2006,prince
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,new york
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,new york cosmos
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,professional sports
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,soccer
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,soccer team
Let Me In,2010,blood
Let Me In,2010,boy
Let Me In,2010,night
Let Me In,2010,school
Let Me In,2010,vampire
Desert Blue,1998,cola
Desert Blue,1998,desert
Desert Blue,1998,ice cream cone
Desert Blue,1998,teenage girl
Desert Blue,1998,vomiting
Exorcist II: The Heretic,1977,demon
Exorcist II: The Heretic,1977,exorcism
Exorcist II: The Heretic,1977,locust
Exorcist II: The Heretic,1977,priest
Exorcist II: The Heretic,1977,repressed memory
The Good Heart,2009,bar
The Good Heart,2009,bartender
The Good Heart,2009,death
The Good Heart,2009,heart attack
The Good Heart,2009,mentor protege relationship
Three Kingdoms: Resurrection of the Dragon,2008,art of war
Three Kingdoms: Resurrection of the Dragon,2008,china
Three Kingdoms: Resurrection of the Dragon,2008,civil war
Three Kingdoms: Resurrection of the Dragon,2008,female warrior
Three Kingdoms: Resurrection of the Dragon,2008,musician
Sweet Home Alabama,2002,alabama
Sweet Home Alabama,2002,divorce
Sweet Home Alabama,2002,divorce papers
Sweet Home Alabama,2002,husband wife relationship
Sweet Home Alabama,2002,new york city
Saw,2004,chained
Saw,2004,flashback
Saw,2004,killer
Saw,2004,serial killer
Saw,2004,surprise ending
Sunshine State,2002,african american
Sunshine State,2002,business
Sunshine State,2002,coastline
Sunshine State,2002,florida
Sunshine State,2002,real estate
Knight and Day,2010,chase
Knight and Day,2010,fbi
Knight and Day,2010,garage
Knight and Day,2010,spy
Knight and Day,2010,surveillance
The Soloist,2009,columnist
The Soloist,2009,journalist
The Soloist,2009,los angeles times
The Soloist,2009,musician
The Soloist,2009,wearing a traffic cone as a hat
The Perez Family,1995,immigration
The Perez Family,1995,love
The Perez Family,1995,political prisoner
The Perez Family,1995,reference to john wayne
The Perez Family,1995,title directed by female
Lonesome Jim,2005,bail
Lonesome Jim,2005,coma
Lonesome Jim,2005,dart board
Lonesome Jim,2005,indiana
Lonesome Jim,2005,ladder factory
Cloudy with a Chance of Meatballs,2009,food
Cloudy with a Chance of Meatballs,2009,giant food
Cloudy with a Chance of Meatballs,2009,mayor
Cloudy with a Chance of Meatballs,2009,sardine
Cloudy with a Chance of Meatballs,2009,weather
Step Up 2: The Streets,2008,audition
Step Up 2: The Streets,2008,dance
Step Up 2: The Streets,2008,kissing in the rain
Step Up 2: The Streets,2008,student
Step Up 2: The Streets,2008,subway
The Guru,2002,bollywood
The Guru,2002,illegal immigrant
The Guru,2002,live television
The Guru,2002,restaurant
The Guru,2002,waiter
Quarantine,2008,apartment building
Quarantine,2008,found footage
Quarantine,2008,television
Quarantine,2008,trapped
Quarantine,2008,virus
Miracle,2004,1980s
Miracle,2004,hockey
Miracle,2004,ice hockey
Miracle,2004,olympics
Miracle,2004,soviet union
The Transporter,2002,bar
The Transporter,2002,gunfight
The Transporter,2002,human trafficking
The Transporter,2002,mixed martial arts
The Transporter,2002,tire iron
Sinbad: Legend of the Seven Seas,2003,book
Sinbad: Legend of the Seven Seas,2003,framed
